latitude,longitude,altitude,geometry,@id,highway,public_transport,name,shelter,bus,bench,alt_name:lld,name:it,name:lld,departures_board,operator,old_name,route_ref,bus_routes,created_by,wheelchair,note,tactile_paving,covered,source,ref,name:de,addr:city,addr:postcode,addr:street,alt_name,shelter_type,amenity,bin,network,toilets:wheelchair,designation,local_ref,mapillary,pole,survey:date,official_name,website,description,fixme,lit,passenger_information_display,surface,building
46.1715799,11.105288,,Point,node/1066566460,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0060668,11.3046069,,Point,node/1106771302,bus_stop,,Levico Terme (Stazione FS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2583559,11.0331292,,Point,node/1107467272,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2585859,11.0327966,,Point,node/1107467273,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0414455,11.3097944,,Point,node/1108366043,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0420031,11.3176926,,Point,node/1108425634,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0419965,11.3172366,,Point,node/1108425657,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0541194,11.2421784,,Point,node/1108435347,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0537556,11.242764,,Point,node/1108435355,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.174355,11.2178804,,Point,node/1118918880,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1843544,11.0235754,,Point,node/1122693977,bus_stop,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1836306,11.0274929,,Point,node/1122694704,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0664161,11.1326422,,Point,node/1123781330,bus_stop,,Venezia / Cave,no,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0759798,11.1466641,,Point,node/1123810673,bus_stop,,Cognola / Grezoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0759324,11.1468591,,Point,node/1123810681,bus_stop,,Cognola / Grezoni,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0758581,11.1442175,,Point,node/1123810692,bus_stop,,"Cognola / ""Scuole""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0757135,11.1440005,,Point,node/1123810697,bus_stop,,"Cognola / ""Scuole""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0693599,11.1615941,,Point,node/1123840383,bus_stop,,Spré / S.Lucia,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0670487,11.1655163,,Point,node/1123840401,bus_stop,platform,Borino,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0727402,11.1620589,,Point,node/1123840402,bus_stop,,Oltrecastello,yes,,no,,,,,Trentino Trasporti,,,,,,,,no,,,,,,,,,,,Linea 5,,,,,,,,,,,,,,
46.0671281,11.1655438,,Point,node/1123840413,bus_stop,platform,Borino,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0654307,11.1503973,,Point,node/1123948677,bus_stop,,Povo / Sommarive,no,,,,,,,,,,,,limited,,no,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0682397,11.1505107,,Point,node/1123975017,bus_stop,,Povo / IRST,no,,,,,,,,,,,,limited,,no,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0454441,11.1385438,,Point,node/1124778803,bus_stop,platform,"Conci / ""ENAIP""",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0854547,11.1126384,,Point,node/1125002278,bus_stop,,Maccani / Campotrentino,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0856983,11.1125709,,Point,node/1125002279,bus_stop,,Maccani / Campotrentino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0253907,11.1327427,,Point,node/1125002281,bus_stop,platform,"SS 12 / ""Casteller""",,yes,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0842023,11.162859,,Point,node/1125033050,bus_stop,,"Villamontagna / ""Michei""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0845682,11.1631746,,Point,node/1125033052,bus_stop,,"Villamontagna / ""Michei""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0780457,11.1515924,,Point,node/1125033056,bus_stop,,"Cognola alla Veduta / ""Roza""",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0804713,11.1583697,,Point,node/1125033059,bus_stop,,Cognola / bivio Civezzano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0805224,11.1583102,,Point,node/1125033073,bus_stop,,Cognola / bivio Civezzano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0775852,11.1510986,,Point,node/1125033075,bus_stop,,"Cognola alla Veduta / ""Roza""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0789083,11.1535733,,Point,node/1125033078,bus_stop,,"Cognola / ""Toresela""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0808929,11.1575339,,Point,node/1125033080,bus_stop,,"Tavernaro / ""Villa Clementi""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0789387,11.1540364,,Point,node/1125033081,bus_stop,,"Cognola / ""Toresela""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.070057,11.1278905,,Point,node/1125061967,bus_stop,platform,"Cervara / ""Port'Aquila""",no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0724998,11.1298257,,Point,node/1125061974,bus_stop,platform,Via delle Laste,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0681563,11.1298203,,Point,node/1125061998,bus_stop,platform,Giardini / Collina,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0695427,11.1308041,,Point,node/1125062005,bus_stop,platform,"""RSA Angeli Custodi""",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0581741,11.131051,,Point,node/1125127459,bus_stop,platform,"Bolghera / ""S.Antonio""",yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0527046,11.1281735,,Point,node/1125127505,bus_stop,,Gramsci / Einaudi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0600214,11.1314443,,Point,node/1125127513,bus_stop,platform,Gorizia / Adamello,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0598793,11.1323782,,Point,node/1125127519,bus_stop,platform,Adamello / Gorizia,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0688264,11.1199661,,Point,node/1125127556,bus_stop,platform,Orfane / S.Maria Maggiore,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0517431,11.124419,,Point,node/1125127573,bus_stop,,Gandhi / Parco Anna Frank,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.065669,11.1322998,,Point,node/1125321487,bus_stop,platform,"Grazioli / ""Osp. S.Camillo""",no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0469046,11.1257925,,Point,node/1125321488,bus_stop,platform,Fermi / Volta,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0596214,11.1333137,,Point,node/1125321490,bus_stop,,Pasubio / Adamello,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0701672,11.1280927,,Point,node/1125369644,bus_stop,platform,"Cervara / ""Port'Aquila""",yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0834094,11.1278754,,Point,node/1126287660,bus_stop,platform,Martignano / Castori,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0832511,11.1358821,,Point,node/1126287661,bus_stop,platform,"SP 131 / ""Maso Pradiscola""",no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0802571,11.1383326,,Point,node/1126287662,bus_stop,platform,Zell / Marnighe,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0896763,11.1316038,,Point,node/1126287667,bus_stop,,Martignano / Piazza Canopi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0817307,11.1268199,,Point,node/1126287671,bus_stop,platform,Martignano / Capitel,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0763554,11.1416046,,Point,node/1126287680,bus_stop,platform,"Cognola / ""Chiesa""",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0832506,11.1356107,,Point,node/1126287681,bus_stop,platform,"SP 131 / ""Maso Pradiscola""",no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.086294,11.1292493,,Point,node/1126287683,bus_stop,platform,Martignano / Cesarini,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0886705,11.1305834,,Point,node/1126287686,bus_stop,platform,"Martignano / ""Chiesa""",,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0871235,11.1296357,,Point,node/1126287700,bus_stop,platform,Martignano / Cesarini,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0834621,11.1277861,,Point,node/1126287702,bus_stop,platform,Martignano / Castori,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0800667,11.1387681,,Point,node/1126287703,bus_stop,platform,Zell / Marnighe,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0943952,11.1052339,,Point,node/1126323279,bus_stop,,Caneppele / Goio,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.09754,11.1025596,,Point,node/1126323289,bus_stop,stop_position,Roncafort / Bettine,no,yes,no,,,,,Trentino Trasporti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0897889,11.1091314,,Point,node/1126323296,bus_stop,,"Maccani / ""Polizia Locale""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0916711,11.1073272,,Point,node/1126323298,bus_stop,,Maccani / Commercio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0944447,11.1050881,,Point,node/1126323299,bus_stop,,Caneppele / Goio,no,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1011386,11.1016035,,Point,node/1126323305,bus_stop,,Roncafort,yes,,yes,,,,,,,,,,,,,,local_knowledge,,,,,,,,,,,,,,,,,,,,,,,,
46.0917111,11.1075087,,Point,node/1126323310,bus_stop,,Maccani / Commercio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0907421,11.1081691,,Point,node/1126323313,bus_stop,,"Maccani / ""Polizia Locale""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0975631,11.1021825,,Point,node/1126323323,bus_stop,stop_position,Roncafort / Bettine,yes,yes,yes,,,,,Trentino Trasporti,,,,,yes,,,,local_knowledge,,,,,,,,,,,,,,,,,,,,,,,,
46.0432001,11.1292771,,Point,node/1126353596,bus_stop,,"Degasperi / ""Palazzo Stella""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0428968,11.1298148,,Point,node/1126353599,bus_stop,,"Degasperi / ""Palazzo Stella""",yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0564314,11.1199165,,Point,node/1126353600,bus_stop,,S.Pio X / Matteotti,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0480815,11.1266993,,Point,node/1126353601,bus_stop,,Degasperi / la Clarina,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0458659,11.1278239,,Point,node/1126353603,bus_stop,,"Degasperi / ""Big Center""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0537928,11.1207362,,Point,node/1126353605,bus_stop,,S.Pio X / Benevoli,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0568337,11.1192033,,Point,node/1126353606,bus_stop,,S.Pio X / Largo Prati,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0539549,11.1205594,,Point,node/1126353608,bus_stop,,S.Pio X / Benevoli,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0450247,11.1281651,,Point,node/1126353610,bus_stop,,"Degasperi / ""Big Center""",yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0486879,11.1262234,,Point,node/1126353616,bus_stop,,Degasperi / la Clarina,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.224701,11.0494106,,Point,node/1126419094,bus_stop,,,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2248406,11.0492209,,Point,node/1126419250,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2274385,11.0517207,,Point,node/1126419689,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1827321,11.0196359,,Point,node/1126513238,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1839667,11.0288289,,Point,node/1126513377,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1906924,11.0415749,,Point,node/1126513691,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1908658,11.041631,,Point,node/1126513992,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1840177,11.0215991,,Point,node/1126514042,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0710559,11.1096297,,Point,node/1126514454,bus_stop,,Brescia / Divisioni Alpine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0705087,11.1113577,,Point,node/1126514460,bus_stop,,"Brescia / ""Piedicastello""",no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0753132,11.1074469,,Point,node/1126514465,bus_stop,,"Dos Trento / ""Centro Sportivo""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.058872,11.1225478,,Point,node/1126514473,bus_stop,,Mattioli / Vittorio Veneto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0730095,11.1148296,,Point,node/1126514476,bus_stop,,Dos Trento / Apuleio,yes,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0774115,11.1169069,,Point,node/1126514477,bus_stop,,F.lli Fontana / Ferrovieri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0755955,11.1071728,,Point,node/1126514500,bus_stop,,"Dos Trento / ""Centro Sportivo""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.070977,11.1096519,,Point,node/1126514502,bus_stop,,Brescia / Divisioni Alpine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0768566,11.1188542,,Point,node/1126514504,bus_stop,platform,F.lli Fontana / Gen. Cantore,no,yes,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0745844,11.113518,,Point,node/1126514506,bus_stop,platform,Dos Trento / Mariano,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0820844,11.1019485,,Point,node/1126514517,bus_stop,platform,Vela / Centro,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.077024,11.1141808,,Point,node/1126514525,bus_stop,,"""Ponte S.Giorgio""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0732774,11.1073255,,Point,node/1126514528,bus_stop,,"""Parco del Dos Trent""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.071086,11.1098815,,Point,node/1126514542,bus_stop,platform,Piazzale / Divisioni Alpine,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0733577,11.1074084,,Point,node/1126514546,bus_stop,,"""Parco del Dos Trent""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.183698,11.0215506,,Point,node/1126514844,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1826302,11.0198089,,Point,node/1126514928,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1074115,11.101261,,Point,node/1126866599,bus_stop,platform,"M.Rossi / ""Stella del Mattino"" nord",yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1060063,11.1108068,,Point,node/1126866635,bus_stop,,Gardolo / Piazzale Neufahrn,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1072302,11.1038161,,Point,node/1126866655,bus_stop,,"Gardolo / ""Stazione FTM""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1073602,11.1004023,,Point,node/1126866691,bus_stop,platform,"M.Rossi / ""Stella del Mattino"" sud",no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1056651,11.1075624,,Point,node/1126866707,bus_stop,,Gardolo / Soprasasso,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1004051,11.1017612,,Point,node/1126866751,bus_stop,,"Roncafort / ""Asilo""",no,,,,,,,,,,,,,,,,local_knowledge,,,,,,,,,,,,,,,,,,,,,,,,
46.1764655,11.0145656,,Point,node/1129551974,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1765392,11.0142899,,Point,node/1129554662,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1160736,11.1062008,,Point,node/1145478299,bus_stop,platform,SS 12 / bivio Meano,yes,yes,yes,,,,,,,3;11;17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0130673,11.1055499,,Point,node/1146894377,bus_stop,platform,Romagnano / sud,no,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1707092,11.2472598,,Point,node/1162579932,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2511279,11.351639,,Point,node/1162788383,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2478144,11.3466069,,Point,node/1162788389,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2387841,11.3512137,,Point,node/1162788396,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2343736,11.355141,,Point,node/1162788406,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2300641,11.3592958,,Point,node/1162788414,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2478547,11.3467672,,Point,node/1162788418,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2343619,11.355053,,Point,node/1162788425,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2329864,11.3570193,,Point,node/1162788430,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2416332,11.3499781,,Point,node/1162788431,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2416211,11.3498207,,Point,node/1162788447,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2505396,11.3511403,,Point,node/1162788457,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2326725,11.3572149,,Point,node/1162788461,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2387684,11.3511118,,Point,node/1162788462,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0655873,10.7554013,,Point,node/1168368187,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2701391,11.0647795,,Point,node/1175115843,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2478707,11.0626596,,Point,node/1175115900,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2654864,11.0861833,,Point,node/1175116227,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2702895,11.0648049,,Point,node/1175116370,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0948623,11.12938,,Point,node/1176801030,bus_stop,platform,Martignano / ai Bolleri,no,yes,,,,,,,,,,,,bus route 10,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0977213,11.1268338,,Point,node/1176801084,bus_stop,platform,"SP 131 / ""Res. Silvana""",no,yes,,,,,,,,,,,,bus route 10,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1152758,11.1172629,,Point,node/1176801149,bus_stop,platform,Gard.d.Mezzo / Dos d.la Luna,no,yes,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0571184,11.1137396,,Point,node/1185686970,bus_stop,platform,"""Parcheggio Monte Baldo""",yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1442281,11.1947296,,Point,node/1190871842,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2618814,11.80491,,Point,node/1201842359,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0564241,11.1161969,,Point,node/1207811198,bus_stop,,Ghiaie / Monte Baldo,no,,,,,,,,,,,,yes,,,,,,,,,,,,,,,no,,,,,,,,,,,,,
46.0562996,11.1160803,,Point,node/1207811217,bus_stop,,Ghiaie / Monte Baldo,no,,,,,,,,,,,,yes,,,,,,,,,,,,,,,no,,,,,,,,,,,,,
46.2502859,11.0447292,,Point,node/1227194745,bus_stop,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2375736,11.0308339,,Point,node/1227194829,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2499763,11.0259986,,Point,node/1227194909,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.237731,11.030732,,Point,node/1227194915,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2499825,11.025797,,Point,node/1227195026,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.4302525,11.688515,,Point,node/1228984842,bus_stop,,Fermata Skibus,no,,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,
46.4304468,11.6864461,,Point,node/1228984843,bus_stop,,Fermata Skibus,no,,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,
46.4303639,11.6864232,,Point,node/1228984846,bus_stop,,Fermata Skibus,no,,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,
46.4300099,11.6904375,,Point,node/1230713822,bus_stop,,Fermata Skibus,no,,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,
46.4300682,11.6904815,,Point,node/1230713904,bus_stop,,Fermata Skibus,no,,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,
46.4293852,11.6946738,,Point,node/1231033006,bus_stop,,Fermata Skibus,no,,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,
45.9214445,10.8916029,,Point,node/1241945921,bus_stop,platform,Arco Svizzera,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.9212849,10.8915887,,Point,node/1241945922,bus_stop,platform,Arco Svizzera,yes,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45.9230862,10.892985,,Point,node/1241945925,bus_stop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2820362,11.4289837,,Point,node/1255463676,bus_stop,platform,Via Stazione,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2819777,11.4289608,,Point,node/1255463710,bus_stop,platform,Via Stazione,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2905171,11.460529,,Point,node/1258321364,bus_stop,platform,Piazza Verdi,,,,,,,,,,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2410586,11.0572495,,Point,node/1260008706,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2407076,11.0567637,,Point,node/1260009446,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.1771923,11.1053339,,Point,node/1262288303,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2886953,11.5698816,,Point,node/1266344315,bus_stop,,"Ziano, Alla Roda",yes,,yes,,,,,Trentino Trasporti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.2138497,11.0927869,,Point,node/1268937582,bus_stop,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46.0925738,11.1206201,,Point,node/1271454709,bus_stop,,Centochiavi / Lunelli,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
