Name,Count,Percentual
x_id,553,100
addr_city,1,0.180831826401447
addr_postcode,1,0.180831826401447
addr_street,4,0.723327305605787
building,14,2.53164556962025
name,363,65.6419529837251
network,26,4.70162748643761
operator,284,51.3562386980108
railway,546,98.7341772151899
wikipedia,34,6.14828209764919
public_transport,47,8.49909584086799
train,47,8.49909584086799
wikidata,33,5.96745027124774
area,1,0.180831826401447
fixme,1,0.180831826401447
electrified,364,65.8227848101266
frequency,251,45.3887884267631
gauge,371,67.0886075949367
maxspeed,231,41.7721518987342
name_de,232,41.9529837251356
passenger_lines,326,58.9511754068716
railway_track_class,231,41.7721518987342
railway_traffic_mode,231,41.7721518987342
ref,231,41.7721518987342
structure_gauge,231,41.7721518987342
tracks,231,41.7721518987342
usage,330,59.6745027124774
voltage,251,45.3887884267631
bridge,141,25.497287522604
layer,152,27.4864376130199
start_date,88,15.9132007233273
alt_name,4,0.723327305605787
embankment,6,1.08499095840868
service,173,31.2839059674503
tunnel,7,1.26582278481013
covered,4,0.723327305605787
name_it,4,0.723327305605787
bridge_structure,2,0.361663652802893
x_relations,8,1.44665461121157
operator_wikidata,24,4.33996383363472
operator_wikipedia,24,4.33996383363472
wheelchair,3,0.54249547920434
old_name_de,2,0.361663652802893
addr_housenumber,1,0.180831826401447
railway_ref_DB,1,0.180831826401447
uic_ref,1,0.180831826401447
note,1,0.180831826401447
internet_access,1,0.180831826401447
