Name,Count,Percentual
x_id,2357,100
highway,2357,100
public_transport,909,38.5659736953755
name,1262,53.542638947815
shelter,1041,44.1663131098854
bus,701,29.7411964361476
bench,287,12.1764955451846
alt_name_lld,5,0.212134068731438
name_it,9,0.381841323716589
name_lld,6,0.254560882477726
departures_board,33,1.40008485362749
operator,281,11.9219346627068
old_name,2,0.0848536274925753
route_ref,127,5.38820534577853
bus_routes,12,0.509121764955452
created_by,1,0.0424268137462877
wheelchair,100,4.24268137462876
note,17,0.72125583368689
tactile_paving,61,2.58803563852355
covered,7,0.296987696224014
source,67,2.84259652100127
ref,158,6.70343657191345
name_de,11,0.466694951209164
addr_city,8,0.339414509970301
addr_postcode,8,0.339414509970301
addr_street,10,0.424268137462877
alt_name,14,0.593975392448027
shelter_type,1,0.0424268137462877
amenity,6,0.254560882477726
bin,9,0.381841323716589
network,32,1.3576580398812
toilets_wheelchair,2,0.0848536274925753
designation,2,0.0848536274925753
local_ref,7,0.296987696224014
mapillary,8,0.339414509970301
pole,2,0.0848536274925753
survey_date,6,0.254560882477726
official_name,1,0.0424268137462877
website,6,0.254560882477726
description,1,0.0424268137462877
fixme,1,0.0424268137462877
lit,3,0.127280441238863
passenger_information_display,1,0.0424268137462877
surface,1,0.0424268137462877
building,2,0.0848536274925753
