Name,Count,Percentual
admin_level,558,72.9411764705882
boundary,558,72.9411764705882
name,166,21.6993464052288
ref_ISTAT,166,21.6993464052288
ref_catasto,166,21.6993464052288
type,166,21.6993464052288
wikidata,166,21.6993464052288
wikipedia,166,21.6993464052288
x_id,765,100
name_cim,10,1.30718954248366
name_it,23,3.00653594771242
population,5,0.65359477124183
old_name_de,9,1.17647058823529
natural,8,1.04575163398693
name_de,6,0.784313725490196
name_mhn,5,0.65359477124183
alt_name_de,1,0.130718954248366
gfoss_id,3,0.392156862745098
reg_name,1,0.130718954248366
name_lld,9,1.17647058823529
postal_code,1,0.130718954248366
old_name,1,0.130718954248366
name_left,392,51.2418300653595
name_right,392,51.2418300653595
source,392,51.2418300653595
created_by,53,6.9281045751634
